"기준_날짜","집계_기준","기준_시간","시작_대여소","시작_대여소명","종료_대여소","종료_대여소명","전체건수","전체_이용_분","전체_이용_거리"
"20231211","출발시간","0000","ST-219","신촌동_001_1","ST-30","신촌동_023_1","1","5","1470"
"20231211","출발시간","0000","ST-285","문래동_057_1","ST-2559","신도림동_072_1","1","9","1630"
"20231211","출발시간","0000","ST-137","명동_003_1","ST-1782","광희동_005_1","1","24","2805"
"20231211","출발시간","0000","ST-516","등촌1동_012_1","ST-516","등촌1동_012_1","1","0","0"
"20231211","출발시간","0000","ST-1107","번3동_011_1","ST-3119","방학1동_040_1","1","27","4641"
"20231211","출발시간","0000","ST-1714","가양1동_040_2","ST-1064","발산1동_060_1","1","6","847"
"20231211","출발시간","0000","ST-285","문래동_057_1","ST-1973","당산2동_032_1","1","13","2119"
"20231211","출발시간","0000","ST-454","대조동_024_1","ST-480","구산동_056_1","1","5","830"
"20231211","출발시간","0000","ST-400","청량리동_040_1","ST-402","회기동_011_1","1","10","1050"
"20231211","출발시간","0000","ST-495","성내3동_014_1","ST-1420","성내3동_030_1","1","5","1226"
"20231211","도착시간","0000","ST-1548","은천동_065_1","ST-1548","은천동_065_1","1","0","0"
"20231211","도착시간","0000","ST-923","사당2동_052_1","ST-923","사당2동_052_1","1","1","0"
"20231211","출발시간","0000","ST-501","길동_049_1","ST-1837","길동_033_1","1","77","4780"
"20231211","출발시간","0000","ST-1916","방배본동_030_1","ST-1344","한남동_035_1","1","33","2867"
"20231211","출발시간","0000","ST-1464","방학1동_008_1","ST-1135","도봉1동_037_1","1","3","556"
"20231211","출발시간","0000","ST-1317","안암동_004_1","ST-261","용신동_025_2","1","12","1578"
"20231211","출발시간","0000","ST-15","서강동_025_1","ST-40","신촌동_030_1","1","9","1754"
"20231211","출발시간","0000","ST-1118","중계2·3동_080_1","ST-1288","월계2동_048_1","1","11","2290"
"20231211","출발시간","0000","ST-464","역촌동_022_1","ST-1032","불광1동_058_1","1","17","1733"
"20231211","출발시간","0000","ST-1005","신정1동_027_1","ST-2013","신정7동_035_1","1","3","900"
"20231211","출발시간","0000","ST-3142","영등포본동_015_4","ST-2820","문래동_004_1","1","13","2388"
"20231211","출발시간","0000","ST-508","방화1동_008_1","ST-508","방화1동_008_1","1","15","0"
"20231211","출발시간","0000","ST-2081","하계1동_047_1","ST-1474","공릉1동_063_1","1","14","2099"
"20231211","출발시간","0000","ST-827","안암동_030_1","ST-271","용신동_054_1","1","9","1048"
"20231211","출발시간","0000","ST-522","우장산동_004_2","ST-2003","신월1동_020_1","1","20","3320"
"20231211","도착시간","0000","ST-1017","목5동_059_1","ST-2773","목5동_063_1","1","1","910"
"20231211","출발시간","0000","ST-2732","천호2동_057_1","ST-2542","화양동_039_1","1","32","5003"
"20231211","출발시간","0000","ST-1689","가양1동_039_3","ST-2037","가양1동_043_1","1","7","1125"
"20231211","출발시간","0000","ST-1819","혜화동_023_1","ST-1819","혜화동_023_1","1","2","0"
"20231211","출발시간","0000","ST-1652","대림2동_008_1","ST-2809","신길3동_025_2","1","16","2450"
"20231211","도착시간","0000","ST-16","서강동_027_1","ST-16","서강동_027_1","1","0","0"
"20231211","도착시간","0000","ST-2972","문정2동_029_3","ST-2972","문정2동_029_3","2","0","0"
"20231211","출발시간","0000","ST-460","응암3동_017_1","ST-2264","역촌동_073_1","1","15","1580"
"20231211","출발시간","0000","ST-3011","당산2동_003_4","ST-2820","문래동_004_1","1","16","2300"
"20231211","출발시간","0000","ST-1081","송파1동_038_1","ST-1889","일원2동_033_2","1","21","4374"
"20231211","출발시간","0000","ST-197","다산동_016_1","ST-177","숭인2동_005_2","1","15","2836"
"20231211","출발시간","0000","ST-2591","가락1동_001_8","ST-1041","성내1동_033_1","1","24","5345"
"20231211","출발시간","0000","ST-1548","은천동_065_1","ST-1548","은천동_065_1","1","0","0"
"20231211","출발시간","0000","ST-1900","서초4동_048_1","ST-108","성수1가1동_014_2","1","27","11400"
"20231211","출발시간","0000","ST-1668","명동_001_3","ST-10","서교동_037_1","1","54","6758"
"20231211","출발시간","0000","ST-657","도봉1동_003_7","ST-3149","중계4동_007_1","1","25","1677"
"20231211","출발시간","0000","ST-78","상암동_002_2","ST-25","홍제3동_003_1","1","30","5606"
"20231211","출발시간","0000","ST-109","성수1가2동_001_1","ST-1661","자양4동_005_1","1","14","2354"
"20231211","출발시간","0000","ST-752","방배1동_007_1","ST-949","방배본동_011_1","1","10","1967"
"20231211","출발시간","0000","ST-3147","암사1동_006_1","ST-1061","천호1동_039_1","1","5","764"
"20231211","출발시간","0000","ST-504","강일동_002_6","ST-1833","명일2동_007_3","1","8","2420"
"20231211","출발시간","0000","ST-307","신길7동_001_2","ST-2813","여의동_052_1","1","5","932"
"20231211","출발시간","0000","ST-2833","석촌동_021_1","ST-2738","둔촌2동_002_1","2","61","10210"
"20231211","출발시간","0000","ST-2522","회현동_001_2","ST-328","남영동_006_1","1","7","1175"
"20231211","출발시간","0000","ST-1347","안암동_011_1","ST-1460","동선동_020_1","1","6","1550"
"20231211","출발시간","0000","ST-3211","상계3·4동_033_1","ST-2700","중계4동_001_1","1","7","770"
"20231211","출발시간","0000","ST-1990","영등포본동_015_3","ST-1983","신길6동_002_1","1","11","2982"
"20231211","출발시간","0000","ST-1065","가양1동_040_1","ST-2027","화곡1동_003_1","1","22","2670"
"20231211","출발시간","0000","ST-241","사근동_001_1","ST-2787","행당1동_014_1","1","3","264"
"20231211","출발시간","0000","ST-1470","창4동_040_1","ST-2716","상계6·7동_070_1","1","7","766"
"20231211","출발시간","0000","ST-1731","목1동_003_1","ST-2812","양평1동_018_1","1","5","934"
"20231211","출발시간","0000","ST-949","방배본동_011_1","ST-2363","사당1동_034_1","1","10","1400"
"20231211","출발시간","0000","ST-2409","가락1동_001_5","ST-2986","석촌동_036_1","2","81","4506"
"20231211","출발시간","0000","ST-3094","등촌1동_003_2","ST-2550","가양3동_015_2","1","6","1029"
"20231211","출발시간","0000","ST-984","자양1동_008_1","ST-1663","자양1동_044_1","1","6","1011"
"20231211","출발시간","0000","ST-382","군자동_035_6","ST-2331","송정동_005_1","1","6","800"
"20231211","출발시간","0000","ST-2396","신정6동_019_3","ST-2397","신정6동_048_1","1","13","970"
"20231211","출발시간","0000","ST-1609","숭인2동_005_1","ST-1814","창신3동_011_1","1","4","712"
"20231211","출발시간","0000","ST-2412","발산1동_059_4","ST-2944","가양1동_029_1","1","41","6220"
"20231211","출발시간","0000","ST-2119","쌍문2동_022_1","ST-650","수유3동_021_1","1","11","1655"
"20231211","도착시간","0000","ST-1997","목1동_015_1","ST-431","목4동_048_1","1","4","1210"
"20231211","출발시간","0000","ST-2878","가락2동_056_1","ST-1854","장지동_066_1","1","5","773"
"20231211","출발시간","0000","ST-1866","석촌동_002_1","ST-2796","송파2동_033_1","1","4","553"
"20231211","출발시간","0000","ST-1473","중계본동_032_1","ST-2711","중계1동_001_1","1","3","390"
"20231211","출발시간","0000","ST-2119","쌍문2동_022_1","ST-2119","쌍문2동_022_1","1","0","40"
"20231211","출발시간","0000","ST-111","성수1가2동_030_1","ST-482","성수2가3동_021_1","1","54","751"
"20231211","출발시간","0000","ST-2420","사근동_007_2","ST-2329","왕십리2동_011_1","1","16","3170"
"20231211","출발시간","0000","ST-935","방배4동_002_1","ST-1150","노량진1동_041_1","1","27","5671"
"20231211","출발시간","0000","ST-1672","상계9동_042_1","ST-2698","상계9동_007_1","1","4","990"
"20231211","출발시간","0000","ST-3117","신대방2동_029_1","ST-3105","신대방2동_011_1","1","2","615"
"20231211","출발시간","0000","ST-1546","조원동_004_1","ST-2996","신사동_020_1","1","4","800"
"20231211","출발시간","0000","ST-2160","성산2동_044_1","ST-211","망원2동_006_1","1","3","580"
"20231211","출발시간","0000","ST-1860","위례동_002_3","ST-2581","장지동_060_1","1","15","2560"
"20231211","출발시간","0000","ST-2626","광희동_002_2","ST-2420","사근동_007_2","1","30","4820"
"20231211","출발시간","0000","ST-454","대조동_024_1","ST-1032","불광1동_058_1","1","17","2838"
"20231211","출발시간","0000","ST-1036","역촌동_001_1","ST-1036","역촌동_001_1","1","4","860"
"20231211","출발시간","0000","ST-3140","신촌동_023_2","ST-24","신수동_009_1","1","7","1410"
"20231211","출발시간","0000","ST-2871","가양1동_039_18","ST-2555","공항동_026_2","1","5","935"
"20231211","출발시간","0000","ST-121","종로1·2·3·4가동_005_2","ST-354","충현동_035_2","1","10","1839"
"20231211","출발시간","0000","ST-1229","개봉1동_016_1","ST-318","신월2동_038_1","1","12","1870"
"20231211","출발시간","0000","ST-3175","창4동_060_1","ST-2859","중계2·3동_063_1","1","7","835"
"20231211","출발시간","0000","ST-2408","군자동_035_5","ST-2321","화양동_014_1","2","9","1612"
"20231211","출발시간","0000","ST-1786","약수동_006_1","ST-2623","종로1·2·3·4가동_011_2","2","86","8436"
"20231211","출발시간","0000","ST-2833","석촌동_021_1","ST-933","잠실본동_035_1","1","14","1516"
"20231211","출발시간","0000","ST-2589","장지동_005_1","ST-737","가락본동_025_1","1","9","1001"
"20231211","출발시간","0000","ST-2742","성내3동_012_1","ST-1044","둔촌2동_001_1","1","8","1258"
"20231211","출발시간","0000","ST-3122","월계1동_039_1","ST-269","제기동_013_1","1","25","4697"
"20231211","출발시간","0000","ST-1586","잠실6동_031_1","ST-553","잠실3동_038_1","1","13","1696"
"20231211","출발시간","0000","ST-1121","상계2동_020_1","ST-605","하계2동_041_2","1","18","2701"
"20231211","출발시간","0000","ST-2396","신정6동_019_3","ST-2398","신정6동_049_1","1","5","743"
"20231211","출발시간","0000","ST-877","노량진1동_001_5","ST-322","원효로2동_007_1","1","18","2201"
"20231211","출발시간","0000","ST-668","구로3동_037_1","ST-2873","신사동_037_1","1","10","1350"
"20231211","출발시간","0000","ST-987","자양3동_004_1","ST-1661","자양4동_005_1","1","33","761"
"20231211","출발시간","0000","ST-2467","성수2가3동_015_2","ST-363","송정동_009_1","1","15","1839"
"20231211","출발시간","0000","ST-2663","반포4동_008_1","ST-780","잠원동_039_1","1","8","1470"
"20231211","출발시간","0000","ST-2045","가양1동_039_16","ST-2037","가양1동_043_1","1","6","1224"
"20231211","출발시간","0000","ST-1681","잠실6동_031_3","ST-815","역삼2동_001_2","1","18","5060"
"20231211","출발시간","0000","ST-2448","한강로동_008_3","ST-2924","한강로동_013_2","1","7","1320"
"20231211","출발시간","0000","ST-1292","창4동_001_3","ST-1470","창4동_040_1","1","5","1312"
"20231211","출발시간","0000","ST-462","신사2동_025_1","ST-2247","신사2동_013_1","1","7","902"
"20231211","출발시간","0000","ST-2450","한강로동_029_1","ST-2184","이촌1동_045_1","1","4","176"
"20231211","출발시간","0000","ST-2394","청룡동_034_1","ST-2380","청룡동_006_1","1","10","1330"
"20231211","출발시간","0000","ST-395","장안2동_022_2","ST-1335","면목2동_039_1","1","6","2130"
"20231211","출발시간","0000","ST-1237","구로4동_015_1","ST-1237","구로4동_015_1","1","1","0"
"20231211","출발시간","0000","ST-262","장안2동_053_1","ST-2270","휘경2동_009_1","1","17","3446"
"20231211","출발시간","0000","ST-1829","종로1·2·3·4가동_014_5","ST-143","종로1·2·3·4가동_009_1","1","5","457"
"20231211","출발시간","0000","ST-2403","송천동_046_1","ST-2403","송천동_046_1","2","5","340"
"20231211","출발시간","0000","ST-454","대조동_024_1","ST-456","갈현2동_038_1","1","3","480"
"20231211","출발시간","0000","ST-249","사근동_017_1","ST-362","성수1가1동_005_1","1","9","2010"
"20231211","출발시간","0000","ST-3087","상일동_001_1","ST-488","암사1동_044_1","1","23","3980"
"20231211","출발시간","0000","ST-2075","월계3동_041_1","ST-735","공릉1동_012_1","1","10","1890"
"20231211","출발시간","0000","ST-579","석관동_029_1","ST-579","석관동_029_1","1","28","3364"
"20231211","출발시간","0000","ST-1251","가양1동_037_1","ST-530","등촌2동_018_1","1","18","4099"
"20231211","출발시간","0000","ST-297","여의동_004_1","ST-297","여의동_004_1","1","118","13754"
"20231211","출발시간","0000","ST-3090","종로1·2·3·4가동_005_4","ST-1756","삼청동_002_1","1","5","1004"
"20231211","출발시간","0000","ST-270","답십리1동_008_1","ST-400","청량리동_040_1","1","11","1380"
"20231211","도착시간","0000","ST-454","대조동_024_1","ST-456","갈현2동_038_1","1","3","480"
"20231211","도착시간","0000","ST-516","등촌1동_012_1","ST-516","등촌1동_012_1","1","0","0"
"20231211","출발시간","0000","ST-637","독산1동_018_1","ST-637","독산1동_018_1","1","41","222"
"20231211","출발시간","0000","ST-2739","상일동_016_1","ST-1622","상일동_002_1","1","2","280"
"20231211","출발시간","0000","ST-2922","상봉2동_013_1","ST-1381","면목본동_009_1","1","4","453"
"20231211","출발시간","0000","ST-1731","목1동_003_1","ST-2396","신정6동_019_3","1","8","1750"
"20231211","출발시간","0000","ST-1787","신당동_004_2","ST-2903","황학동_007_1","1","5","1560"
"20231211","출발시간","0000","ST-18","서교동_002_1","X","","1","5","222"
"20231211","출발시간","0000","ST-1584","잠실6동_025_1","ST-1729","삼전동_046_1","1","12","1972"
"20231211","출발시간","0000","ST-273","용신동_021_1","ST-273","용신동_021_1","1","10","1615"
"20231211","출발시간","0000","ST-5","망원1동_024_1","ST-2257","응암3동_022_1","1","29","5133"
"20231211","출발시간","0000","ST-2403","송천동_046_1","ST-2137","번1동_030_2","2","39","6455"
"20231211","출발시간","0000","ST-2028","화곡1동_037_1","ST-2481","화곡본동_007_1","1","6","940"
"20231211","출발시간","0000","ST-1528","오류2동_062_1","ST-1954","오류2동_047_10","1","8","1525"
"20231211","출발시간","0000","ST-513","가양1동_049_1","ST-2477","방화1동_080_1","1","4","951"
"20231211","출발시간","0000","ST-1964","신도림동_028_1","ST-920","개봉1동_051_3","1","14","3200"
"20231211","출발시간","0000","ST-3264","장위3동_005_2","ST-2133","우이동_028_2","1","28","5340"
"20231211","출발시간","0000","ST-2308","화양동_041_2","ST-2309","구의1동_026_1","1","13","1790"
"20231211","출발시간","0000","ST-99","자양3동_050_1","ST-910","월곡2동_015_1","3","177","33613"
"20231211","출발시간","0000","ST-835","발산1동_001_1","ST-1518","발산1동_059_2","1","9","1680"
"20231211","출발시간","0000","ST-1961","고척1동_004_1","ST-1227","개봉1동_050_1","2","9","2100"
"20231211","출발시간","0000","ST-3060","공릉2동_024_1","ST-2718","중계2·3동_067_1","1","12","2310"
"20231211","출발시간","0000","ST-2045","가양1동_039_16","ST-2965","공항동_034_2","2","18","3110"
"20231211","출발시간","0000","ST-2957","문정2동_013_1","ST-2591","가락1동_001_8","1","3","407"
"20231211","출발시간","0000","ST-1474","공릉1동_063_1","ST-857","중화1동_003_1","1","11","1810"
"20231211","출발시간","0000","ST-2478","염창동_012_1","ST-1512","등촌1동_017_1","1","11","2250"
"20231211","출발시간","0000","ST-3046","종암동_003_1","ST-2273","제기동_026_1","1","10","1920"
"20231211","출발시간","0000","ST-312","신정4동_049_1","ST-662","신도림동_069_1","1","9","545"
"20231211","출발시간","0000","ST-312","신정4동_049_1","ST-2005","신정1동_003_1","1","5","1176"
"20231211","출발시간","0000","ST-765","서초4동_001_2","ST-1404","서초1동_018_1","1","6","971"
"20231211","출발시간","0000","ST-2861","공릉1동_058_1","ST-1123","공릉1동_006_1","1","4","670"
"20231211","출발시간","0000","ST-1661","자양4동_005_1","ST-98","자양3동_025_2","1","15","1073"
"20231211","출발시간","0000","ST-2110","창1동_035_2","ST-2116","쌍문4동_012_1","1","8","1381"
"20231211","출발시간","0000","ST-1728","잠실본동_030_1","ST-1590","잠실3동_070_3","2","35","4897"
"20231211","출발시간","0000","ST-673","구로5동_005_1","ST-1220","구로5동_045_1","1","4","1087"
"20231211","출발시간","0000","ST-1251","가양1동_037_1","ST-2491","가양1동_002_4","1","5","940"
"20231211","출발시간","0000","ST-1462","도봉1동_003_2","ST-1120","상계1동_028_1","1","12","2150"
"20231211","출발시간","0000","ST-3023","망우본동_002_2","ST-1093","중화2동_035_1","1","17","3219"
"20231211","도착시간","0000","ST-1816","혜화동_022_1","ST-1816","혜화동_022_1","1","1","0"
"20231211","출발시간","0000","ST-2732","천호2동_057_1","ST-501","길동_049_1","1","11","2246"
"20231211","출발시간","0000","ST-2086","상계6·7동_044_1","ST-611","상계6·7동_029_2","1","60","820"
"20231211","출발시간","0000","ST-772","양재2동_006_1","ST-771","양재1동_075_1","1","12","1350"
"20231211","출발시간","0000","ST-1816","혜화동_022_1","ST-1816","혜화동_022_1","1","1","0"
"20231211","출발시간","0000","ST-459","녹번동_033_1","ST-479","역촌동_068_1","2","14","1352"
"20231211","도착시간","0000","ST-1609","숭인2동_005_1","ST-1813","창신1동_010_1","1","2","920"
"20231211","출발시간","0000","ST-2808","대림3동_040_1","ST-1697","대림3동_036_1","1","2","696"
"20231211","출발시간","0000","ST-295","당산2동_051_1","ST-699","노량진2동_015_1","1","48","5069"
"20231211","출발시간","0000","ST-99","자양3동_050_1","ST-99","자양3동_050_1","1","0","0"
"20231211","출발시간","0000","ST-3142","영등포본동_015_4","ST-67","여의동_061_1","1","18","3100"
"20231211","출발시간","0000","ST-3166","중앙동_021_1","ST-3166","중앙동_021_1","1","0","0"
"20231211","출발시간","0000","ST-400","청량리동_040_1","ST-1631","제기동_038_1","1","9","1046"
"20231211","도착시간","0000","ST-1609","숭인2동_005_1","ST-1814","창신3동_011_1","1","4","712"
"20231211","도착시간","0000","ST-2760","신정2동_006_1","ST-2016","목1동_044_1","1","3","654"
"20231211","출발시간","0000","ST-285","문래동_057_1","ST-1968","영등포동_006_1","1","16","2060"
"20231211","출발시간","0000","ST-1818","혜화동_037_1","ST-160","종로5·6가동_001_1","1","4","1292"
"20231211","출발시간","0000","ST-3264","장위3동_005_2","ST-860","번2동_008_1","1","15","2893"
"20231211","출발시간","0000","ST-257","자양1동_042_1","ST-2865","자양2동_045_2","1","5","826"
"20231211","출발시간","0000","ST-923","사당2동_052_1","ST-923","사당2동_052_1","1","1","0"
"20231211","출발시간","0000","ST-2860","상봉1동_020_2","ST-2282","중화2동_050_1","1","10","1677"
"20231211","출발시간","0000","ST-3264","장위3동_005_2","ST-2222","월곡2동_032_1","1","22","4190"
"20231211","출발시간","0000","ST-2761","신정4동_015_1","ST-2960","신정7동_016_1","1","4","968"
"20231211","출발시간","0000","ST-1781","신당동_004_1","ST-1456","성북동_032_1","1","14","2930"
"20231211","출발시간","0000","ST-1259","신림동_019_1","ST-2371","중앙동_017_1","1","8","1850"
"20231211","출발시간","0000","ST-2771","신월6동_004_1","ST-319","신월7동_002_1","1","3","310"
"20231211","출발시간","0000","ST-1254","방화1동_017_1","ST-2889","방화1동_064_2","1","5","1100"
"20231211","출발시간","0000","ST-1910","반포3동_001_1","ST-780","잠원동_039_1","1","10","1143"
"20231211","출발시간","0000","ST-437","청파동_027_1","ST-2174","원효로1동_008_1","1","7","972"
"20231211","출발시간","0000","ST-395","장안2동_022_2","ST-2268","장안1동_010_1","1","8","1229"
"20231211","출발시간","0000","ST-391","전농1동_004_1","ST-2270","휘경2동_009_1","1","5","941"
"20231211","출발시간","0000","ST-691","상도1동_049_1","ST-1667","상도1동_029_1","1","5","1470"
"20231211","출발시간","0000","ST-426","당산2동_017_1","ST-516","등촌1동_012_1","1","21","5350"
"20231211","출발시간","0000","ST-1510","등촌1동_001_1","ST-1510","등촌1동_001_1","1","20","3260"
"20231211","출발시간","0000","ST-513","가양1동_049_1","ST-513","가양1동_049_1","1","9","1185"
"20231211","출발시간","0000","ST-2056","발산1동_037_1","ST-2489","가양1동_002_2","1","14","2656"
"20231211","출발시간","0000","ST-2921","상봉1동_020_3","ST-2076","공릉1동_066_1","1","19","3959"
"20231211","출발시간","0000","ST-717","중앙동_028_1","ST-2370","행운동_017_1","1","6","920"
"20231211","출발시간","0000","ST-2596","잠실6동_024_2","ST-1584","잠실6동_025_1","1","2","470"
"20231211","출발시간","0000","ST-99","자양3동_050_1","ST-2891","자양2동_012_2","1","9","1575"
"20231211","출발시간","0000","ST-1940","독산1동_025_3","ST-639","독산1동_026_1","1","59","2116"
"20231211","출발시간","0000","ST-750","반포3동_001_2","ST-1169","잠원동_034_1","1","14","1720"
"20231211","출발시간","0000","ST-2732","천호2동_057_1","ST-1836","천호3동_006_1","1","30","4503"
"20231211","출발시간","0000","ST-3116","상계6·7동_025_1","ST-2063","상계6·7동_048_1","1","3","630"
"20231211","출발시간","0005","ST-973","화양동_041_4","ST-973","화양동_041_4","1","14","900"
"20231211","출발시간","0005","ST-369","왕십리도선동_018_1","ST-1198","왕십리도선동_028_2","1","4","631"
"20231211","출발시간","0005","ST-2024","가양1동_025_2","ST-2037","가양1동_043_1","1","8","1126"
"20231211","출발시간","0005","ST-1410","마천1동_027_1","ST-1794","마천2동_001_1","1","29","684"
"20231211","출발시간","0005","ST-99","자양3동_050_1","ST-3203","길음2동_004_2","1","74","14833"
"20231211","출발시간","0005","ST-3214","방이2동_007_1","ST-2796","송파2동_033_1","1","11","1680"
"20231211","출발시간","0005","ST-1237","구로4동_015_1","ST-2895","독산1동_027_1","1","15","3830"
"20231211","출발시간","0005","ST-2958","양평1동_006_1","ST-2820","문래동_004_1","1","4","673"
"20231211","출발시간","0005","ST-2761","신정4동_015_1","ST-1005","신정1동_027_1","1","4","1071"
"20231211","출발시간","0005","ST-157","이화동_016_1","ST-172","이화동_014_1","1","1","470"
"20231211","출발시간","0005","ST-102","자양1동_003_1","ST-2305","자양3동_002_1","1","3","582"
"20231211","출발시간","0005","ST-2489","가양1동_002_2","ST-522","우장산동_004_2","1","10","1880"
"20231211","출발시간","0005","ST-1076","가락1동_001_1","ST-903","문정2동_029_12","1","6","949"
"20231211","도착시간","0005","ST-2808","대림3동_040_1","ST-1697","대림3동_036_1","1","2","696"
"20231211","출발시간","0005","ST-2857","방화1동_055_1","ST-824","방화1동_038_1","1","3","660"
"20231211","출발시간","0005","ST-1042","상일동_025_1","ST-2841","상일동_002_5","1","3","463"
"20231211","도착시간","0005","ST-391","전농1동_004_1","ST-2270","휘경2동_009_1","1","5","941"
