,기준_날짜,기준_시간대,시작_대여소_ID,종료_대여소_ID,전체_건수
0,20230101.0,0,ST-1590,ST-1590,1
1,20230101.0,0,ST-2127,ST-2127,1
2,20230101.0,5,ST-1286,ST-1286,1
3,20230101.0,5,ST-1780,ST-1780,1
4,20230101.0,5,ST-2018,ST-2018,2
5,20230101.0,5,ST-2431,ST-2431,1
6,20230101.0,5,ST-869,ST-869,2
7,20230101.0,10,ST-1137,ST-1137,1
8,20230101.0,10,ST-144,ST-144,1
9,20230101.0,10,ST-1681,ST-1681,1
10,20230101.0,10,ST-1855,ST-1855,1
11,20230101.0,10,ST-2464,ST-2464,2
12,20230101.0,10,ST-538,ST-538,1
13,20230101.0,15,ST-1646,ST-1646,1
14,20230101.0,15,ST-3056,ST-3056,1
15,20230101.0,25,ST-1251,ST-1251,1
16,20230101.0,25,ST-1699,ST-1699,1
17,20230101.0,25,ST-2970,ST-2970,1
18,20230101.0,30,ST-1474,ST-1474,2
19,20230101.0,30,ST-1699,ST-1699,1
20,20230101.0,30,ST-2654,ST-2654,1
21,20230101.0,30,ST-442,ST-442,2
22,20230101.0,35,ST-1546,ST-1546,1
23,20230101.0,35,ST-1697,ST-1697,1
24,20230101.0,35,ST-1874,ST-1874,1
25,20230101.0,35,ST-1922,ST-1922,1
26,20230101.0,35,ST-2486,ST-2486,1
27,20230101.0,35,ST-2696,ST-2696,1
28,20230101.0,35,ST-2786,ST-2786,1
29,20230101.0,35,ST-350,ST-350,1
30,20230101.0,35,ST-908,ST-908,1
31,20230101.0,40,ST-1065,ST-1065,1
32,20230101.0,40,ST-1878,ST-1878,1
33,20230101.0,40,ST-1933,ST-1933,1
34,20230101.0,40,ST-2150,ST-2150,1
35,20230101.0,45,ST-1409,ST-1409,1
36,20230101.0,45,ST-1688,ST-1688,1
37,20230101.0,45,ST-2531,ST-2531,1
38,20230101.0,45,ST-2718,ST-2718,1
39,20230101.0,45,ST-824,ST-824,1
40,20230101.0,50,ST-1065,ST-1065,1
41,20230101.0,50,ST-2199,ST-2199,1
42,20230101.0,55,ST-2310,ST-2310,1
43,20230101.0,55,ST-2804,ST-2804,1
44,20230101.0,55,ST-465,ST-465,1
45,20230101.0,55,ST-76,ST-76,1
46,20230101.0,100,ST-1098,ST-1098,1
47,20230101.0,100,ST-1323,ST-1323,1
48,20230101.0,100,ST-163,ST-163,1
49,20230101.0,100,ST-1720,ST-1720,1
50,20230101.0,100,ST-2320,ST-2320,1
51,20230101.0,100,ST-378,ST-378,1
52,20230101.0,105,ST-1539,ST-1539,1
53,20230101.0,105,ST-664,ST-664,1
54,20230101.0,110,ST-1109,ST-1109,2
55,20230101.0,110,ST-2134,ST-2134,1
56,20230101.0,110,ST-3005,ST-3005,1
57,20230101.0,110,ST-3051,ST-3051,2
58,20230101.0,110,ST-539,ST-539,1
59,20230101.0,115,ST-144,ST-144,1
60,20230101.0,115,ST-1771,ST-1771,1
61,20230101.0,115,ST-2223,ST-2223,1
62,20230101.0,115,ST-2756,ST-2756,1
63,20230101.0,115,ST-3054,ST-3054,1
64,20230101.0,115,ST-808,ST-808,1
65,20230101.0,120,ST-1278,ST-1278,1
66,20230101.0,120,ST-1378,ST-1378,1
67,20230101.0,120,ST-144,ST-144,2
68,20230101.0,120,ST-20,ST-20,1
69,20230101.0,120,ST-2993,ST-2993,1
70,20230101.0,125,ST-1344,ST-1344,2
71,20230101.0,125,ST-2127,ST-2127,2
72,20230101.0,125,ST-2269,ST-2269,1
73,20230101.0,125,ST-2985,ST-2985,1
74,20230101.0,125,ST-3190,ST-3190,1
75,20230101.0,125,ST-899,ST-899,1
76,20230101.0,130,ST-1235,ST-1235,1
77,20230101.0,130,ST-1681,ST-1681,3
78,20230101.0,130,ST-494,ST-494,2
79,20230101.0,135,ST-1061,ST-1061,1
80,20230101.0,135,ST-254,ST-254,1
81,20230101.0,135,ST-2832,ST-2832,1
82,20230101.0,135,ST-906,ST-906,1
83,20230101.0,140,ST-1542,ST-1542,1
84,20230101.0,140,ST-459,ST-459,1
85,20230101.0,140,ST-98,ST-98,1
86,20230101.0,145,ST-1302,ST-1302,1
87,20230101.0,145,ST-1321,ST-1321,1
88,20230101.0,145,ST-1690,ST-1690,2
89,20230101.0,145,ST-2031,ST-2031,2
90,20230101.0,145,ST-247,ST-247,1
91,20230101.0,145,ST-2500,ST-2500,1
92,20230101.0,145,ST-2826,ST-2826,1
93,20230101.0,145,ST-298,ST-298,1
94,20230101.0,145,ST-328,ST-328,2
95,20230101.0,145,ST-891,ST-891,1
96,20230101.0,150,ST-2480,ST-2480,1
97,20230101.0,150,ST-291,ST-291,1
98,20230101.0,150,ST-328,ST-328,1
99,20230101.0,150,ST-439,ST-439,1
100,20230101.0,155,ST-1541,ST-1541,1
101,20230101.0,155,ST-1584,ST-1584,1
102,20230101.0,155,ST-2177,ST-2177,1
103,20230101.0,155,ST-2768,ST-2768,1
104,20230101.0,155,ST-307,ST-307,1
105,20230101.0,155,ST-328,ST-328,1
106,20230101.0,200,ST-2888,ST-2888,1
107,20230101.0,200,ST-616,ST-616,1
108,20230101.0,205,ST-349,ST-349,1
109,20230101.0,205,ST-432,ST-432,1
110,20230101.0,210,ST-1729,ST-1729,2
111,20230101.0,210,ST-2067,ST-2067,1
112,20230101.0,210,ST-2526,ST-2526,1
113,20230101.0,210,ST-2826,ST-2826,1
114,20230101.0,210,ST-3186,ST-3186,1
115,20230101.0,210,ST-638,ST-638,2
116,20230101.0,210,ST-8,ST-8,1
117,20230101.0,215,ST-1331,ST-1331,1
118,20230101.0,215,ST-2635,ST-2635,1
119,20230101.0,215,ST-638,ST-638,1
120,20230101.0,220,ST-2803,ST-2803,1
121,20230101.0,220,ST-763,ST-763,1
122,20230101.0,225,ST-5,ST-5,1
123,20230101.0,225,ST-869,ST-869,1
124,20230101.0,230,ST-241,ST-241,2
125,20230101.0,230,ST-2979,ST-2979,1
126,20230101.0,235,ST-16,ST-16,1
127,20230101.0,235,ST-497,ST-497,1
128,20230101.0,235,ST-702,ST-702,2
129,20230101.0,240,ST-2461,ST-2461,1
130,20230101.0,240,ST-2514,ST-2514,1
131,20230101.0,240,ST-370,ST-370,1
132,20230101.0,240,ST-891,ST-891,1
133,20230101.0,250,ST-223,ST-223,1
134,20230101.0,255,ST-3078,ST-3078,2
135,20230101.0,300,ST-1459,ST-1459,1
136,20230101.0,300,ST-157,ST-157,1
137,20230101.0,300,ST-3060,ST-3060,1
138,20230101.0,305,ST-1006,ST-1006,1
139,20230101.0,310,ST-1681,ST-1681,1
140,20230101.0,310,ST-542,ST-542,1
141,20230101.0,315,ST-1546,ST-1546,1
142,20230101.0,315,ST-3194,ST-3194,1
143,20230101.0,320,ST-3060,ST-3060,1
144,20230101.0,325,ST-5,ST-5,1
145,20230101.0,330,ST-123,ST-123,1
146,20230101.0,330,ST-1353,ST-1353,1
147,20230101.0,330,ST-2045,ST-2045,1
148,20230101.0,330,ST-359,ST-359,1
149,20230101.0,335,ST-1542,ST-1542,1
150,20230101.0,335,ST-2569,ST-2569,1
151,20230101.0,335,ST-611,ST-611,1
152,20230101.0,340,ST-2520,ST-2520,1
153,20230101.0,340,ST-882,ST-882,1
154,20230101.0,345,ST-1268,ST-1268,1
155,20230101.0,345,ST-1291,ST-1291,1
156,20230101.0,345,ST-2036,ST-2036,1
157,20230101.0,345,ST-2732,ST-2732,1
158,20230101.0,345,ST-8,ST-8,2
159,20230101.0,350,ST-1124,ST-1124,1
160,20230101.0,350,ST-1125,ST-1125,1
161,20230101.0,350,ST-1413,ST-1413,1
162,20230101.0,350,ST-210,ST-210,1
163,20230101.0,350,ST-3044,ST-3044,1
164,20230101.0,355,ST-1621,ST-1621,1
165,20230101.0,400,ST-2168,ST-2168,1
166,20230101.0,400,ST-948,ST-948,1
167,20230101.0,405,ST-1868,ST-1868,1
168,20230101.0,405,ST-1997,ST-1997,1
169,20230101.0,405,ST-99,ST-99,1
170,20230101.0,410,ST-12,ST-12,1
171,20230101.0,410,ST-1714,ST-1714,1
172,20230101.0,410,ST-1902,ST-1902,1
173,20230101.0,410,ST-251,ST-251,1
174,20230101.0,410,ST-2534,ST-2534,1
175,20230101.0,410,ST-2707,ST-2707,1
176,20230101.0,410,ST-7,ST-7,1
177,20230101.0,415,ST-1699,ST-1699,1
178,20230101.0,415,ST-2975,ST-2975,1
179,20230101.0,425,ST-2371,ST-2371,1
180,20230101.0,425,ST-308,ST-308,1
181,20230101.0,430,ST-891,ST-891,1
182,20230101.0,435,ST-2268,ST-2268,1
183,20230101.0,435,ST-2451,ST-2451,1
184,20230101.0,435,ST-2760,ST-2760,1
185,20230101.0,440,ST-1236,ST-1236,1
186,20230101.0,440,ST-2559,ST-2559,1
187,20230101.0,440,ST-2874,ST-2874,1
188,20230101.0,445,ST-1556,ST-1556,1
189,20230101.0,445,ST-1634,ST-1634,1
190,20230101.0,445,ST-2204,ST-2204,1
191,20230101.0,450,ST-11,ST-11,1
192,20230101.0,450,ST-1751,ST-1751,1
193,20230101.0,450,ST-2204,ST-2204,1
194,20230101.0,455,ST-1681,ST-1681,1
195,20230101.0,455,ST-431,ST-431,1
196,20230101.0,500,ST-605,ST-605,1
197,20230101.0,500,ST-702,ST-702,1
198,20230101.0,520,ST-1298,ST-1298,1
199,20230101.0,530,ST-2310,ST-2310,1
200,20230101.0,535,ST-1589,ST-1589,1
201,20230101.0,540,ST-2798,ST-2798,1
202,20230101.0,545,ST-1105,ST-1105,1
203,20230101.0,550,ST-2771,ST-2771,1
204,20230101.0,550,ST-666,ST-666,1
205,20230101.0,555,ST-413,ST-413,1
206,20230101.0,605,ST-1291,ST-1291,1
207,20230101.0,605,ST-2994,ST-2994,1
208,20230101.0,605,ST-403,ST-403,1
209,20230101.0,605,ST-660,ST-660,2
210,20230101.0,610,ST-1435,ST-1435,1
211,20230101.0,610,ST-265,ST-265,1
212,20230101.0,620,ST-2074,ST-2074,1
213,20230101.0,620,ST-534,ST-534,1
214,20230101.0,630,ST-1654,ST-1654,1
215,20230101.0,630,ST-3186,ST-3186,1
216,20230101.0,635,ST-280,ST-280,2
217,20230101.0,645,ST-1531,ST-1531,1
218,20230101.0,645,ST-486,ST-486,1
219,20230101.0,650,ST-1227,ST-1227,1
220,20230101.0,650,ST-1645,ST-1645,1
221,20230101.0,650,ST-2979,ST-2979,1
222,20230101.0,650,ST-77,ST-77,1
223,20230101.0,650,ST-88,ST-88,1
224,20230101.0,655,ST-1508,ST-1508,1
225,20230101.0,655,ST-2318,ST-2318,1
226,20230101.0,655,ST-2876,ST-2876,1
227,20230101.0,655,ST-3095,ST-3095,1
228,20230101.0,700,ST-1794,ST-1794,1
229,20230101.0,700,ST-425,ST-425,1
230,20230101.0,700,ST-975,ST-975,1
231,20230101.0,705,ST-138,ST-138,1
232,20230101.0,705,ST-1582,ST-1582,1
233,20230101.0,710,ST-2757,ST-2757,1
234,20230101.0,720,ST-1239,ST-1239,1
235,20230101.0,720,ST-487,ST-487,1
236,20230101.0,725,ST-1409,ST-1409,1
237,20230101.0,725,ST-1698,ST-1698,1
238,20230101.0,735,ST-1088,ST-1088,1
239,20230101.0,735,ST-1872,ST-1872,1
240,20230101.0,740,ST-1088,ST-1088,1
241,20230101.0,740,ST-1397,ST-1397,1
242,20230101.0,740,ST-182,ST-182,1
243,20230101.0,745,ST-1351,ST-1351,1
244,20230101.0,745,ST-26,ST-26,1
245,20230101.0,745,ST-387,ST-387,1
246,20230101.0,750,ST-1200,ST-1200,1
247,20230101.0,755,ST-2605,ST-2605,1
248,20230101.0,800,ST-397,ST-397,1
249,20230101.0,805,ST-118,ST-118,1
250,20230101.0,805,ST-1197,ST-1197,1
251,20230101.0,805,ST-1296,ST-1296,1
252,20230101.0,805,ST-2363,ST-2363,1
253,20230101.0,805,ST-891,ST-891,1
254,20230101.0,815,ST-522,ST-522,1
255,20230101.0,825,ST-1754,ST-1754,1
256,20230101.0,825,ST-37,ST-37,1
257,20230101.0,830,ST-1062,ST-1062,1
258,20230101.0,830,ST-1189,ST-1189,1
259,20230101.0,830,ST-1754,ST-1754,1
260,20230101.0,830,ST-73,ST-73,1
261,20230101.0,835,ST-485,ST-485,1
262,20230101.0,840,ST-235,ST-235,1
263,20230101.0,840,ST-2621,ST-2621,1
264,20230101.0,845,ST-2581,ST-2581,1
265,20230101.0,845,ST-520,ST-520,2
266,20230101.0,845,ST-660,ST-660,1
267,20230101.0,850,ST-384,ST-384,1
268,20230101.0,850,ST-82,ST-82,1
269,20230101.0,855,ST-1506,ST-1506,1
270,20230101.0,855,ST-1631,ST-1631,1
271,20230101.0,855,ST-2889,ST-2889,1
272,20230101.0,855,ST-512,ST-512,1
273,20230101.0,855,ST-534,ST-534,1
274,20230101.0,900,ST-1296,ST-1296,1
275,20230101.0,900,ST-1496,ST-1496,1
276,20230101.0,905,ST-2480,ST-2480,1
277,20230101.0,910,ST-1125,ST-1125,1
278,20230101.0,910,ST-1727,ST-1727,1
279,20230101.0,910,ST-196,ST-196,1
280,20230101.0,910,ST-2124,ST-2124,1
281,20230101.0,910,ST-3077,ST-3077,1
282,20230101.0,910,ST-984,ST-984,1
283,20230101.0,915,ST-2160,ST-2160,1
284,20230101.0,915,ST-2593,ST-2593,1
285,20230101.0,915,ST-349,ST-349,1
286,20230101.0,920,ST-102,ST-102,1
287,20230101.0,920,ST-1289,ST-1289,1
288,20230101.0,920,ST-1628,ST-1628,1
289,20230101.0,920,ST-2678,ST-2678,1
290,20230101.0,920,ST-444,ST-444,1
291,20230101.0,920,ST-938,ST-938,1
292,20230101.0,925,ST-735,ST-735,1
293,20230101.0,930,ST-1380,ST-1380,1
294,20230101.0,930,ST-2507,ST-2507,1
295,20230101.0,935,ST-1628,ST-1628,1
296,20230101.0,935,ST-2235,ST-2235,1
297,20230101.0,935,ST-2261,ST-2261,1
298,20230101.0,935,ST-86,ST-86,1
299,20230101.0,935,ST-970,ST-970,1
300,20230101.0,940,ST-1720,ST-1720,2
301,20230101.0,940,ST-538,ST-538,1
302,20230101.0,945,ST-2833,ST-2833,1
303,20230101.0,950,ST-1935,ST-1935,1
304,20230101.0,950,ST-2792,ST-2792,1
305,20230101.0,955,ST-223,ST-223,1
306,20230101.0,955,ST-605,ST-605,1
307,20230101.0,955,ST-772,ST-772,1
308,20230101.0,955,ST-984,ST-984,1
309,20230101.0,1000,ST-1351,ST-1351,1
310,20230101.0,1000,ST-1508,ST-1508,1
311,20230101.0,1000,ST-1793,ST-1793,1
312,20230101.0,1000,ST-1878,ST-1878,1
313,20230101.0,1000,ST-255,ST-255,1
314,20230101.0,1000,ST-2977,ST-2977,1
315,20230101.0,1010,ST-2083,ST-2083,1
316,20230101.0,1010,ST-2352,ST-2352,1
317,20230101.0,1010,ST-2833,ST-2833,1
318,20230101.0,1010,ST-673,ST-673,1
319,20230101.0,1010,ST-914,ST-914,1
320,20230101.0,1015,ST-2012,ST-2012,1
321,20230101.0,1015,ST-2029,ST-2029,1
322,20230101.0,1015,ST-2110,ST-2110,1
323,20230101.0,1015,ST-2168,ST-2168,1
324,20230101.0,1020,ST-1787,ST-1787,1
325,20230101.0,1020,ST-361,ST-361,1
326,20230101.0,1020,ST-495,ST-495,1
327,20230101.0,1020,ST-875,ST-875,1
328,20230101.0,1025,ST-1508,ST-1508,1
329,20230101.0,1025,ST-304,ST-304,1
330,20230101.0,1030,ST-699,ST-699,1
331,20230101.0,1035,ST-1008,ST-1008,1
332,20230101.0,1035,ST-1121,ST-1121,1
333,20230101.0,1035,ST-1181,ST-1181,1
334,20230101.0,1035,ST-1508,ST-1508,1
335,20230101.0,1040,ST-1125,ST-1125,1
336,20230101.0,1040,ST-1267,ST-1267,1
337,20230101.0,1040,ST-1628,ST-1628,1
338,20230101.0,1040,ST-2151,ST-2151,1
339,20230101.0,1040,ST-2731,ST-2731,1
340,20230101.0,1040,ST-2760,ST-2760,1
341,20230101.0,1040,ST-446,ST-446,1
342,20230101.0,1040,ST-5,ST-5,1
343,20230101.0,1045,ST-1015,ST-1015,1
344,20230101.0,1045,ST-1267,ST-1267,1
345,20230101.0,1045,ST-1282,ST-1282,1
346,20230101.0,1045,ST-17,ST-17,1
347,20230101.0,1045,ST-1720,ST-1720,1
348,20230101.0,1045,ST-3174,ST-3174,1
349,20230101.0,1050,ST-1546,ST-1546,1
350,20230101.0,1050,ST-156,ST-156,1
351,20230101.0,1050,ST-342,ST-342,1
352,20230101.0,1050,ST-827,ST-827,1
353,20230101.0,1055,ST-1188,ST-1188,1
354,20230101.0,1055,ST-1400,ST-1400,1
355,20230101.0,1055,ST-2157,ST-2157,1
356,20230101.0,1055,ST-2447,ST-2447,1
357,20230101.0,1055,ST-867,ST-867,1
358,20230101.0,1100,ST-1097,ST-1097,1
359,20230101.0,1100,ST-1219,ST-1219,1
360,20230101.0,1100,ST-2087,ST-2087,1
361,20230101.0,1100,ST-2791,ST-2791,1
362,20230101.0,1100,ST-2813,ST-2813,1
363,20230101.0,1100,ST-2965,ST-2965,1
364,20230101.0,1105,ST-1528,ST-1528,1
365,20230101.0,1105,ST-2398,ST-2398,1
366,20230101.0,1105,ST-2984,ST-2984,1
367,20230101.0,1105,ST-3040,ST-3040,1
368,20230101.0,1105,ST-464,ST-464,1
369,20230101.0,1110,ST-1069,ST-1069,1
370,20230101.0,1110,ST-1219,ST-1219,1
371,20230101.0,1110,ST-1498,ST-1498,1
372,20230101.0,1110,ST-99,ST-99,1
373,20230101.0,1115,ST-2719,ST-2719,1
374,20230101.0,1115,ST-2791,ST-2791,1
375,20230101.0,1115,ST-2981,ST-2981,1
376,20230101.0,1115,ST-351,ST-351,2
377,20230101.0,1120,ST-1657,ST-1657,1
378,20230101.0,1120,ST-176,ST-176,1
379,20230101.0,1120,ST-18,ST-18,1
380,20230101.0,1120,ST-2884,ST-2884,1
381,20230101.0,1120,ST-549,ST-549,1
382,20230101.0,1125,ST-1169,ST-1169,1
383,20230101.0,1125,ST-2508,ST-2508,1
384,20230101.0,1125,ST-2965,ST-2965,1
385,20230101.0,1125,ST-531,ST-531,1
386,20230101.0,1130,ST-1146,ST-1146,1
387,20230101.0,1130,ST-1158,ST-1158,2
388,20230101.0,1130,ST-1687,ST-1687,1
389,20230101.0,1130,ST-1816,ST-1816,1
390,20230101.0,1130,ST-1913,ST-1913,1
391,20230101.0,1130,ST-2270,ST-2270,1
392,20230101.0,1130,ST-438,ST-438,1
393,20230101.0,1130,ST-63,ST-63,1
394,20230101.0,1135,ST-1710,ST-1710,2
395,20230101.0,1135,ST-2789,ST-2789,1
396,20230101.0,1135,ST-472,ST-472,1
397,20230101.0,1140,ST-2134,ST-2134,1
398,20230101.0,1140,ST-2702,ST-2702,1
399,20230101.0,1140,ST-3151,ST-3151,1
400,20230101.0,1140,ST-705,ST-705,1
401,20230101.0,1145,ST-1092,ST-1092,1
402,20230101.0,1145,ST-175,ST-175,1
403,20230101.0,1145,ST-1976,ST-1976,1
404,20230101.0,1145,ST-2003,ST-2003,1
405,20230101.0,1145,ST-2252,ST-2252,1
406,20230101.0,1150,ST-1008,ST-1008,1
407,20230101.0,1150,ST-2622,ST-2622,1
408,20230101.0,1150,ST-2773,ST-2773,1
409,20230101.0,1155,ST-1347,ST-1347,1
410,20230101.0,1155,ST-1468,ST-1468,1
411,20230101.0,1155,ST-1731,ST-1731,2
412,20230101.0,1155,ST-248,ST-248,1
413,20230101.0,1155,ST-2818,ST-2818,2
414,20230101.0,1155,ST-780,ST-780,1
415,20230101.0,1200,ST-1320,ST-1320,1
416,20230101.0,1200,ST-1353,ST-1353,1
417,20230101.0,1200,ST-17,ST-17,1
418,20230101.0,1200,ST-1932,ST-1932,1
419,20230101.0,1200,ST-2705,ST-2705,1
420,20230101.0,1200,ST-483,ST-483,1
421,20230101.0,1200,ST-780,ST-780,1
422,20230101.0,1205,ST-1274,ST-1274,1
423,20230101.0,1205,ST-2031,ST-2031,1
424,20230101.0,1205,ST-394,ST-394,1
425,20230101.0,1205,ST-464,ST-464,1
426,20230101.0,1205,ST-495,ST-495,2
427,20230101.0,1205,ST-503,ST-503,1
428,20230101.0,1205,ST-664,ST-664,1
429,20230101.0,1205,ST-91,ST-91,1
430,20230101.0,1210,ST-1387,ST-1387,1
431,20230101.0,1210,ST-1636,ST-1636,1
432,20230101.0,1210,ST-273,ST-273,1
433,20230101.0,1210,ST-368,ST-368,2
434,20230101.0,1210,ST-812,ST-812,1
435,20230101.0,1215,ST-1707,ST-1707,1
436,20230101.0,1215,ST-2396,ST-2396,1
437,20230101.0,1215,ST-2785,ST-2785,1
438,20230101.0,1220,ST-1369,ST-1369,1
439,20230101.0,1220,ST-1887,ST-1887,2
440,20230101.0,1220,ST-238,ST-238,1
441,20230101.0,1220,ST-792,ST-792,1
442,20230101.0,1225,ST-1121,ST-1121,1
443,20230101.0,1225,ST-1297,ST-1297,1
444,20230101.0,1225,ST-1540,ST-1540,1
445,20230101.0,1225,ST-1667,ST-1667,1
446,20230101.0,1225,ST-2742,ST-2742,1
447,20230101.0,1225,ST-2787,ST-2787,1
448,20230101.0,1225,ST-417,ST-417,2
449,20230101.0,1225,ST-983,ST-983,1
450,20230101.0,1230,ST-2087,ST-2087,1
451,20230101.0,1230,ST-2458,ST-2458,1
452,20230101.0,1230,ST-3027,ST-3027,1
453,20230101.0,1230,ST-493,ST-493,1
454,20230101.0,1235,ST-1151,ST-1151,1
455,20230101.0,1235,ST-2396,ST-2396,1
456,20230101.0,1235,ST-316,ST-316,1
457,20230101.0,1240,ST-1223,ST-1223,1
458,20230101.0,1240,ST-132,ST-132,1
459,20230101.0,1240,ST-2367,ST-2367,1
460,20230101.0,1240,ST-462,ST-462,2
461,20230101.0,1240,ST-668,ST-668,1
462,20230101.0,1245,ST-1996,ST-1996,1
463,20230101.0,1245,ST-2184,ST-2184,2
464,20230101.0,1245,ST-98,ST-98,1
465,20230101.0,1250,ST-1681,ST-1681,1
466,20230101.0,1250,ST-2184,ST-2184,1
467,20230101.0,1250,ST-2553,ST-2553,1
468,20230101.0,1250,ST-2596,ST-2596,1
469,20230101.0,1250,ST-340,ST-340,1
470,20230101.0,1250,ST-385,ST-385,1
471,20230101.0,1250,ST-426,ST-426,1
472,20230101.0,1250,ST-535,ST-535,1
473,20230101.0,1250,ST-87,ST-87,1
474,20230101.0,1250,ST-914,ST-914,1
475,20230101.0,1250,ST-99,ST-99,1
476,20230101.0,1255,ST-1087,ST-1087,1
477,20230101.0,1255,ST-2002,ST-2002,1
478,20230101.0,1255,ST-258,ST-258,1
479,20230101.0,1255,ST-2653,ST-2653,1
480,20230101.0,1255,ST-2812,ST-2812,1
481,20230101.0,1255,ST-3046,ST-3046,1
482,20230101.0,1255,ST-6,ST-6,1
483,20230101.0,1255,ST-668,ST-668,1
484,20230101.0,1255,ST-740,ST-740,1
485,20230101.0,1300,ST-130,ST-130,1
486,20230101.0,1300,ST-1349,ST-1349,1
487,20230101.0,1300,ST-1417,ST-1417,1
488,20230101.0,1300,ST-1688,ST-1688,1
489,20230101.0,1300,ST-1864,ST-1864,1
490,20230101.0,1300,ST-2314,ST-2314,1
491,20230101.0,1300,ST-2711,ST-2711,1
492,20230101.0,1300,ST-3138,ST-3138,1
493,20230101.0,1305,ST-1144,ST-1144,1
494,20230101.0,1305,ST-1938,ST-1938,1
495,20230101.0,1305,ST-205,ST-205,1
496,20230101.0,1305,ST-2905,ST-2905,1
497,20230101.0,1305,ST-2960,ST-2960,1
498,20230101.0,1305,ST-3025,ST-3025,1
499,20230101.0,1305,ST-385,ST-385,1
500,20230101.0,1305,ST-791,ST-791,1
501,20230101.0,1310,ST-1442,ST-1442,1
502,20230101.0,1310,ST-1950,ST-1950,1
503,20230101.0,1310,ST-2024,ST-2024,1
504,20230101.0,1310,ST-99,ST-99,1
505,20230101.0,1315,ST-2532,ST-2532,1
506,20230101.0,1315,ST-2726,ST-2726,1
507,20230101.0,1315,ST-3109,ST-3109,2
508,20230101.0,1315,ST-97,ST-97,1
509,20230101.0,1320,ST-1059,ST-1059,1
510,20230101.0,1320,ST-1078,ST-1078,1
511,20230101.0,1320,ST-1427,ST-1427,2
512,20230101.0,1320,ST-1620,ST-1620,1
513,20230101.0,1320,ST-385,ST-385,2
514,20230101.0,1320,ST-487,ST-487,1
515,20230101.0,1325,ST-116,ST-116,1
516,20230101.0,1325,ST-1720,ST-1720,1
517,20230101.0,1325,ST-198,ST-198,1
518,20230101.0,1325,ST-2007,ST-2007,1
519,20230101.0,1325,ST-361,ST-361,1
520,20230101.0,1325,ST-596,ST-596,1
521,20230101.0,1325,ST-740,ST-740,2
522,20230101.0,1325,ST-869,ST-869,1
523,20230101.0,1330,ST-222,ST-222,1
524,20230101.0,1330,ST-3180,ST-3180,1
525,20230101.0,1330,ST-328,ST-328,1
526,20230101.0,1330,ST-360,ST-360,1
527,20230101.0,1335,ST-2908,ST-2908,1
528,20230101.0,1340,ST-1542,ST-1542,1
529,20230101.0,1340,ST-2157,ST-2157,1
530,20230101.0,1340,ST-237,ST-237,1
531,20230101.0,1340,ST-2714,ST-2714,1
532,20230101.0,1340,ST-535,ST-535,1
533,20230101.0,1340,ST-933,ST-933,1
534,20230101.0,1345,ST-1710,ST-1710,1
535,20230101.0,1345,ST-2168,ST-2168,1
536,20230101.0,1345,ST-2686,ST-2686,1
537,20230101.0,1345,ST-454,ST-454,1
538,20230101.0,1345,ST-611,ST-611,1
539,20230101.0,1345,ST-914,ST-914,1
540,20230101.0,1350,ST-1986,ST-1986,1
541,20230101.0,1350,ST-2223,ST-2223,1
542,20230101.0,1350,ST-2729,ST-2729,1
543,20230101.0,1350,ST-2905,ST-2905,1
544,20230101.0,1350,ST-2965,ST-2965,2
545,20230101.0,1350,ST-309,ST-309,1
546,20230101.0,1355,ST-1467,ST-1467,1
547,20230101.0,1355,ST-2031,ST-2031,1
548,20230101.0,1355,ST-461,ST-461,1
549,20230101.0,1355,ST-574,ST-574,1
550,20230101.0,1355,ST-735,ST-735,1
551,20230101.0,1355,ST-869,ST-869,1
552,20230101.0,1400,ST-1195,ST-1195,1
553,20230101.0,1400,ST-1223,ST-1223,1
554,20230101.0,1400,ST-1243,ST-1243,1
555,20230101.0,1400,ST-2215,ST-2215,1
556,20230101.0,1400,ST-2965,ST-2965,1
557,20230101.0,1400,ST-683,ST-683,1
558,20230101.0,1400,ST-853,ST-853,1
559,20230101.0,1405,ST-2399,ST-2399,1
560,20230101.0,1405,ST-683,ST-683,1
561,20230101.0,1410,ST-1118,ST-1118,1
562,20230101.0,1410,ST-2031,ST-2031,1
563,20230101.0,1410,ST-3040,ST-3040,2
564,20230101.0,1410,ST-421,ST-421,1
565,20230101.0,1415,ST-2054,ST-2054,1
566,20230101.0,1415,ST-2087,ST-2087,2
567,20230101.0,1415,ST-2177,ST-2177,1
568,20230101.0,1415,ST-220,ST-220,1
569,20230101.0,1415,ST-3040,ST-3040,1
570,20230101.0,1420,ST-1546,ST-1546,1
571,20230101.0,1420,ST-1985,ST-1985,1
572,20230101.0,1420,ST-262,ST-262,1
573,20230101.0,1420,ST-2693,ST-2693,2
574,20230101.0,1420,ST-274,ST-274,1
575,20230101.0,1425,ST-2177,ST-2177,1
576,20230101.0,1425,ST-2974,ST-2974,1
577,20230101.0,1425,ST-761,ST-761,1
578,20230101.0,1425,ST-906,ST-906,1
579,20230101.0,1430,ST-1239,ST-1239,1
580,20230101.0,1430,ST-1378,ST-1378,1
581,20230101.0,1430,ST-2057,ST-2057,1
582,20230101.0,1430,ST-2280,ST-2280,1
583,20230101.0,1430,ST-2760,ST-2760,1
584,20230101.0,1430,ST-3131,ST-3131,1
585,20230101.0,1430,ST-401,ST-401,1
586,20230101.0,1430,ST-611,ST-611,1
