,대여소_ID,주소1,주소2,위도,경도,isin강서,주소,용도지역_1,용도지역_2,용도지역_3,용도지역_4,용도지역
147,ST-2043,서울특별시 강서구 마곡동 775-3,,37.567223,126.834389,강서,서울 강서구 마곡동 775-3,도시관리계획 입안중,자연녹지지역,도시지역,일반상업지역,
148,ST-2042,서울특별시 강서구 마곡동로 161 서울식물원,,37.568836,126.835632,강서,서울 강서구 마곡동로 161,도시관리계획 입안중,자연녹지지역,도시지역,준공업지역,
149,ST-2041,서울특별시 강서구 마곡중앙8로3길 79,,37.568485,126.83857,강서,서울 강서구 마곡중앙8로3길 79,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
150,ST-2040,서울특별시 강서구 마곡동 789-10,,37.560894,126.836693,강서,서울 강서구 마곡동 789-10,도시지역,일반상업지역,준공업지역,준주거지역,
151,ST-2038,서울특별시 강서구 등촌동 709,,37.561882,126.839157,강서,서울 강서구 등촌동 709,제3종일반주거지역,도시관리계획 입안중,도시지역,준공업지역,
152,ST-2037,서울특별시 강서구 마곡동 727-1243,,37.563206,126.839363,강서,서울 강서구 마곡동 727-1243,,,,,
153,ST-2036,서울특별시 강서구 공항대로 195 힐스테이트에코동익,,37.559658,126.829605,강서,서울 강서구 공항대로 195,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
154,ST-2035,서울특별시 강서구 마곡중앙8로 32 스페이스K 서울,,37.561211,126.830345,강서,서울 강서구 마곡중앙8로 32,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
155,ST-2034,서울특별시 강서구 마곡동 806-5,,37.555191,126.831467,강서,서울 강서구 마곡동 806-5,,,,,
156,ST-2033,서울특별시 강서구 마곡중앙8로 71 엘지사이언스파크,,37.561337,126.8339,강서,서울 강서구 마곡중앙8로 71,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
157,ST-2032,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소,,37.570942,126.828316,강서,서울 강서구 마곡중앙로 201,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
158,ST-2031,서울특별시 강서구 마곡중앙5로 2 마곡나루역(9호선),,37.566925,126.827438,강서,서울 강서구 마곡중앙5로 2,제3종일반주거지역,도시관리계획 입안중,도시지역,일반상업지역,
159,ST-2030,서울특별시 강서구 강서로47길 108 마곡수명산파크1단지아파트,,37.553352,126.831047,강서,서울 강서구 강서로47길 108,제3종일반주거지역,도시지역,중요시설물보호지구(공항),제1종지구단위계획구역,
160,ST-2029,서울특별시 강서구 화곡동 19-2,,37.548534,126.846672,강서,서울 강서구 화곡동 19-2,제3종일반주거지역,제2종일반주거지역,도시지역,건축선,
161,ST-2028,서울특별시 강서구 가로공원로 240,,37.538357,126.842361,강서,서울 강서구 가로공원로 240,제3종일반주거지역,도시지역,건축선,중요시설물보호지구(공항),
162,ST-2027,서울특별시 강서구 가로공원로 189 가로공원로 지하공영주차장,,37.537361,126.837448,강서,서울 강서구 가로공원로 189,제3종일반주거지역,도시지역,건축선,중요시설물보호지구(공항),
163,ST-2026,서울특별시 강서구 강서로 515 라이품,,37.57132,126.841667,강서,서울 강서구 강서로 515,제2종일반주거지역,도시지역,중요시설물보호지구(공항),제1종지구단위계획구역,
164,ST-2025,서울특별시 강서구 가양동 1459-11,,37.564587,126.856918,강서,서울 강서구 가양동 1459-11,제3종일반주거지역,도시지역,자연녹지지역,중요시설물보호지구(공항),
165,ST-2024,서울특별시 강서구 가양동 18-23,,37.564682,126.848907,강서,서울 강서구 가양동 18-23,도시지역,준공업지역,건축선,중요시설물보호지구(공항),
166,ST-2023,서울특별시 강서구 가양동 1458-13,,37.57037,126.844414,강서,서울 강서구 가양동 1458-13,제3종일반주거지역,제2종일반주거지역,도시지역,중요시설물보호지구(공항),
167,ST-2022,서울특별시 강서구 방화동 813-18,,37.576317,126.816498,강서,서울 강서구 방화동 813-18,제3종일반주거지역,도시지역,제2종일반주거지역,중요시설물보호지구(공항),
168,ST-2021,서울특별시 강서구 양천로 431 홈플러스가양점,,37.564404,126.84922,강서,서울 강서구 양천로 431,제3종일반주거지역,제2종일반주거지역,도시지역,준공업지역,
169,ST-2020,서울특별시 강서구 화곡로 398 홈플러스강서점앤본사사옥,,37.558521,126.854012,강서,서울 강서구 화곡로 398,도시지역,준공업지역,건축선,중요시설물보호지구(공항),
170,ST-2018,서울특별시 강서구 공항대로 607 서울도시가스사옥,,37.547485,126.872025,강서,서울 강서구 공항대로 607,제3종일반주거지역,도시관리계획 입안중,도시지역,건축선,
171,ST-1750,서울특별시 강서구 개화동로8길 17,개화정비,37.577908,126.798042,강서,서울 강서구 개화동로8길 17,도시관리계획 입안중,도시지역,자연녹지지역,중요시설물보호지구(공항),
172,ST-1727,서울특별시 강서구 마곡서1로 146,마곡엠밸리2단지 202동 인근,37.56918,126.819443,강서,서울 강서구 마곡서1로 146,제3종일반주거지역,도시지역,제2종일반주거지역,중요시설물보호지구(공항),
173,ST-1718,서울특별시 강서구 마곡중앙5로 지하 2,마곡나루역(공항철도) 5번출구 뒤편,37.565201,126.827316,강서,서울 강서구 마곡중앙5로 2,제3종일반주거지역,도시관리계획 입안중,도시지역,일반상업지역,
174,ST-1715,서울특별시 강서구 마곡중앙10로 10,LG 사이언스파크,37.56255,126.827438,강서,서울 강서구 마곡중앙10로 10,자연녹지지역,도시지역,준공업지역,중요시설물보호지구(공항),
175,ST-1714,서울특별시 강서구 강서로 247,엘펠리체 호텔 건너편,37.560242,126.835808,강서,서울 강서구 강서로 247,제3종일반주거지역,도시지역,준주거지역,건축선,
176,ST-1713,서울특별시 강서구 마곡동로 161,서울식물원(문화센터) 건너편,37.568241,126.835831,강서,서울 강서구 마곡동로 161,도시관리계획 입안중,자연녹지지역,도시지역,준공업지역,
177,ST-1712,서울특별시 강서구 마곡동로 110,코오롱글로벌㈜,37.564129,126.834312,강서,서울 강서구 마곡동로 110,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
178,ST-1711,서울특별시 강서구 마곡중앙8로3길 21,케이티엔에프빌딩 인근,37.563301,126.836823,강서,서울 강서구 마곡중앙8로3길 21,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
179,ST-1710,서울특별시 강서구 내발산동 741-8,,37.55545,126.826897,강서,서울 강서구 내발산동 741-8,제3종일반주거지역,도시지역,제1종일반주거지역,중요시설물보호지구(공항),
180,ST-1709,서울특별시 강서구 공항대로 지하 163,마곡역 교차로(2번출구),37.560501,126.826653,강서,서울 강서구 공항대로 163,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
181,ST-1708,서울특별시 강서구 마곡중앙로 201,롯데중앙연구소,37.571381,126.828339,강서,서울 강서구 마곡중앙로 201,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역,
182,ST-1695,서울특별시 강서구 개화동로8길 38,개화광역환승센터,37.578449,126.798973,강서,서울 강서구 개화동로8길 38,,,,,
183,ST-1694,서울특별시 강서구 강서로 247,우장산역 3번출구,37.547821,126.836128,강서,서울 강서구 강서로 247,제3종일반주거지역,도시지역,준주거지역,건축선,
184,ST-1689,서울특별시 강서구 마곡중앙로 76,힐스테이트에코마곡역,37.560242,126.827164,강서,서울 강서구 마곡중앙로 76,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
185,ST-1688,서울특별시 강서구 공항대로 227,마곡센트럴타워 1차,37.559471,126.832077,강서,서울 강서구 공항대로 227,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
186,ST-1676,서울특별시 강서구 발산로 24,강서수산물도매시장,37.55302,126.818367,강서,서울 강서구 발산로 24,생산녹지지역,도시지역,유통상업지역,중요시설물보호지구(공항),
187,ST-1647,서울특별시 강서구 방화대로5길 7,송정중학교,37.554729,126.816093,강서,서울 강서구 방화대로5길 7,도시관리계획 입안중,제2종일반주거지역,도시지역,중요시설물보호지구(공항),
188,ST-1646,서울특별시 강서구 화곡로63가길 92,등촌9단지,37.562901,126.849472,강서,서울 강서구 화곡로63가길 92,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역,
189,ST-1645,서울특별시 강서구 방화대로7길 6,마곡13단지,37.55645,126.815979,강서,서울 강서구 방화대로7길 6,제3종일반주거지역,도시관리계획 입안중,도시지역,중요시설물보호지구(공항),
190,ST-1520,서울특별시 강서구 까치산로24길 47,KC 대학교,37.548321,126.853401,강서,서울 강서구 까치산로24길 47,도시관리계획 입안중,도시지역,제1종일반주거지역,중요시설물보호지구(공항),
191,ST-1519,서울특별시 강서구 공항대로 376,KBS 스포츠월드,37.556877,126.848808,강서,서울 강서구 공항대로 376,제2종일반주거지역,도시지역,중요시설물보호지구(공항),체육시설,
192,ST-1518,서울특별시 강서구 발산로 40,농산식품공사 (강서지사),37.551044,126.818497,강서,서울 강서구 발산로 40,도시지역,유통상업지역,중요시설물보호지구(공항),유통업무설비,
193,ST-1517,서울특별시 강서구 마곡중앙로 36,마곡엠밸리 15단지(1502동) 건너편,37.557468,126.82972,강서,서울 강서구 마곡중앙로 36,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역,
194,ST-1516,서울특별시 강서구 강서로 409,국민건강보험공단(강서지사) 건너편,37.562099,126.839256,강서,서울 강서구 강서로 409,도시지역,준주거지역,중요시설물보호지구(공항),지구단위계획구역,
195,ST-1515,서울특별시 강서구 양천로 22,개화산역 2번 출구,37.572472,126.806168,강서,서울 강서구 양천로 22,제3종일반주거지역,도시지역,중요시설물보호지구(공항),과밀억제권역,
196,ST-1514,서울특별시 강서구 수명로1길 16,마곡수명산파크4단지아파트 401동 앞,37.55011,126.823677,강서,서울 강서구 수명로1길 16,제3종일반주거지역,도시지역,제1종일반주거지역,중요시설물보호지구(공항),
197,ST-1513,서울특별시 강서구 개화동로 495,공항고등학교 정문,37.567921,126.805473,강서,서울 강서구 개화동로 495,도시지역,자연녹지지역,제2종일반주거지역,중요시설물보호지구(공항),
198,ST-1512,서울특별시 강서구 공항대로 453,대한항공 인력개발센터,37.554379,126.857536,강서,서울 강서구 공항대로 453,제3종일반주거지역,도시관리계획 입안중,제2종일반주거지역,도시지역,
199,ST-1511,서울특별시 강서구 공항대로 389 부민병원,,37.556614,126.851166,강서,서울 강서구 공항대로 389,도시관리계획 입안중,도시지역,일반상업지역,건축선,
200,ST-1510,서울특별시 강서구 공항대로 411,강서구청사거리(SH타워),37.556736,126.853073,강서,서울 강서구 공항대로 411,도시관리계획 입안중,도시지역,일반상업지역,건축선,
201,ST-1509,서울특별시 강서구 허준로 202,가양3동 주민센터,37.561249,126.86058,강서,서울 강서구 허준로 202,제3종일반주거지역,도시지역,중요시설물보호지구(공항),제1종지구단위계획구역,
202,ST-1508,서울특별시 강서구 양천로 696,염창동 새마을금고 건너편 (모닝글로리),37.550049,126.873161,강서,서울 강서구 양천로 696,도시지역,준공업지역,건축선,과밀억제권역,
203,ST-1507,서울특별시 강서구 공항대로 571,강서구보건소 (삼성디지털 프라자),37.549179,126.868797,강서,서울 강서구 공항대로 571,제3종일반주거지역,도시관리계획 입안중,도시지역,제2종일반주거지역,
204,ST-1506,서울특별시 강서구 공항대로 625,염창역 1번 출구,37.547199,126.874489,강서,서울 강서구 공항대로 625,도시관리계획 입안중,도시지역,준주거지역,제1종지구단위계획구역,
205,ST-1402,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지,,37.560291,126.818756,강서,서울 강서구 마곡중앙1로 72,도시지역,준주거지역,중요시설물보호지구(공항),지구단위계획구역,
206,ST-1352,서울특별시 강서구 내발산동 751-3,,37.553509,126.825867,강서,서울 강서구 내발산동 751-3,제3종일반주거지역,도시지역,제1종일반주거지역,중요시설물보호지구(공항),
207,ST-1351,서울특별시 강서구 강서로62길 48,강서구립등빛도서관,37.562569,126.842461,강서,서울 강서구 강서로62길 48,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역,
208,ST-1338,서울특별시 강서구 마곡중앙5로 58,마곡중학교 후문,37.568447,126.821648,강서,서울 강서구 마곡중앙5로 58,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역,
209,ST-1254,서울특별시 강서구 방화대로34길 65,방화동 강서기동대앞,37.570499,126.820084,강서,서울 강서구 방화대로34길 65,도시지역,제2종일반주거지역,중요시설물보호지구(공항),도로,
210,ST-1253,서울특별시 강서구 마곡서1로 68,공항초등학교건너편,37.562679,126.820473,강서,서울 강서구 마곡서1로 68,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역,
211,ST-1252,서울특별시 강서구 남부순환로 171,강서면허시험장앞,37.549694,126.819664,강서,서울 강서구 남부순환로 171,자연녹지지역,도시지역,준주거지역,유통상업지역,
212,ST-1251,서울특별시 강서구 양천로 지하 341,양천향교역 7번출구 앞,37.56768,126.840897,강서,서울 강서구 양천로 341,도시관리계획 입안중,도시지역,준공업지역,건축선,
213,ST-1250,서울특별시 강서구 양천로53길 30,서서울모터리움앞,37.565853,126.846596,강서,서울 강서구 양천로53길 30,도시지역,준공업지역,건축선,중요시설물보호지구(공항),
214,ST-1249,서울특별시 강서구 양천로 지하 485,가양역 8번출구,37.561035,126.854813,강서,서울 강서구 양천로 485,도시관리계획 입안중,도시지역,준공업지역,건축선,
215,ST-1069,서울특별시 강서구 화곡로 302,강서구청,37.550659,126.84977,강서,서울 강서구 화곡로 302,제3종일반주거지역,도시관리계획 입안중,도시지역,건축선,
216,ST-1067,서울특별시 강서구 가양동 1458-15,기쁜우리복지관,37.56926,126.848419,강서,서울 강서구 가양동 1458-15,제3종일반주거지역,제2종일반주거지역,도시지역,중요시설물보호지구(공항),
217,ST-1065,서울특별시 강서구 마곡동 797-5,,37.558949,126.837173,강서,서울 강서구 마곡동 797-5,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
218,ST-1064,서울특별시 강서구 마곡동 728-168,마곡역7번출구,37.558311,126.826523,강서,서울 강서구 마곡동 728-168,,,,,
219,ST-1063,서울특별시 강서구 공항대로 163 마곡역(5호선),,37.560207,126.824142,강서,서울 강서구 공항대로 163,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역,
220,ST-1062,서울특별시 강서구 공항대로 33 송정역(5호선),,37.561531,126.810699,강서,서울 강서구 공항대로 33,,,,,
221,ST-1064,서울특별시 강서구 마곡동 728-168,마곡역7번출구,37.558311,126.826523,강서,서울 강서구 마곡동 728-168,,,,,
222,ST-1063,서울특별시 강서구 공항대로 163 마곡역(5호선),,37.560207,126.824142,강서,서울 강서구 공항대로 163,,,,,
223,ST-1062,서울특별시 강서구 공항대로 33 송정역(5호선),,37.561531,126.810699,강서,서울 강서구 공항대로 33,,,,,
