,대여소_ID,주소1,주소2,위도,경도,isin강서,주소,용도지역_1,용도지역_2,용도지역_3,용도지역_4
64,ST-2018,서울특별시 강서구 공항대로 607 서울도시가스사옥,,37.547485,126.872025,강서,서울 강서구 공항대로 607,제3종일반주거지역,도시관리계획 입안중,도시지역,건축선
65,ST-1750,서울특별시 강서구 개화동로8길 17,개화정비,37.577908,126.798042,강서,서울 강서구 개화동로8길 17,도시관리계획 입안중,도시지역,자연녹지지역,중요시설물보호지구(공항)
66,ST-1727,서울특별시 강서구 마곡서1로 146,마곡엠밸리2단지 202동 인근,37.56918,126.819443,강서,서울 강서구 마곡서1로 146,제3종일반주거지역,도시지역,제2종일반주거지역,중요시설물보호지구(공항)
67,ST-1718,서울특별시 강서구 마곡중앙5로 지하 2,마곡나루역(공항철도) 5번출구 뒤편,37.565201,126.827316,강서,서울 강서구 마곡중앙5로 2,제3종일반주거지역,도시관리계획 입안중,도시지역,일반상업지역
68,ST-1715,서울특별시 강서구 마곡중앙10로 10,LG 사이언스파크,37.56255,126.827438,강서,서울 강서구 마곡중앙10로 10,자연녹지지역,도시지역,준공업지역,중요시설물보호지구(공항)
69,ST-1714,서울특별시 강서구 강서로 247,엘펠리체 호텔 건너편,37.560242,126.835808,강서,서울 강서구 강서로 247,제3종일반주거지역,도시지역,준주거지역,건축선
70,ST-1713,서울특별시 강서구 마곡동로 161,서울식물원(문화센터) 건너편,37.568241,126.835831,강서,서울 강서구 마곡동로 161,도시관리계획 입안중,자연녹지지역,도시지역,준공업지역
71,ST-1712,서울특별시 강서구 마곡동로 110,코오롱글로벌㈜,37.564129,126.834312,강서,서울 강서구 마곡동로 110,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역
72,ST-1711,서울특별시 강서구 마곡중앙8로3길 21,케이티엔에프빌딩 인근,37.563301,126.836823,강서,서울 강서구 마곡중앙8로3길 21,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역
73,ST-1710,서울특별시 강서구 내발산동 741-8,,37.55545,126.826897,강서,서울 강서구 내발산동 741-8,제3종일반주거지역,도시지역,제1종일반주거지역,중요시설물보호지구(공항)
74,ST-1709,서울특별시 강서구 공항대로 지하 163,마곡역 교차로(2번출구),37.560501,126.826653,강서,서울 강서구 공항대로 163,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역
75,ST-1708,서울특별시 강서구 마곡중앙로 201,롯데중앙연구소,37.571381,126.828339,강서,서울 강서구 마곡중앙로 201,도시지역,준공업지역,중요시설물보호지구(공항),지구단위계획구역
76,ST-1695,서울특별시 강서구 개화동로8길 38,개화광역환승센터,37.578449,126.798973,강서,서울 강서구 개화동로8길 38,,,,
77,ST-1694,서울특별시 강서구 강서로 247,우장산역 3번출구,37.547821,126.836128,강서,서울 강서구 강서로 247,,,,
78,ST-1689,서울특별시 강서구 마곡중앙로 76,힐스테이트에코마곡역,37.560242,126.827164,강서,서울 강서구 마곡중앙로 76,,,,
79,ST-1688,서울특별시 강서구 공항대로 227,마곡센트럴타워 1차,37.559471,126.832077,강서,서울 강서구 공항대로 227,,,,
80,ST-1676,서울특별시 강서구 발산로 24,강서수산물도매시장,37.55302,126.818367,강서,서울 강서구 발산로 24,,,,
81,ST-1647,서울특별시 강서구 방화대로5길 7,송정중학교,37.554729,126.816093,강서,서울 강서구 방화대로5길 7,,,,
82,ST-1646,서울특별시 강서구 화곡로63가길 92,등촌9단지,37.562901,126.849472,강서,서울 강서구 화곡로63가길 92,,,,
83,ST-1645,서울특별시 강서구 방화대로7길 6,마곡13단지,37.55645,126.815979,강서,서울 강서구 방화대로7길 6,,,,
84,ST-1520,서울특별시 강서구 까치산로24길 47,KC 대학교,37.548321,126.853401,강서,서울 강서구 까치산로24길 47,,,,
85,ST-1519,서울특별시 강서구 공항대로 376,KBS 스포츠월드,37.556877,126.848808,강서,서울 강서구 공항대로 376,,,,
86,ST-1518,서울특별시 강서구 발산로 40,농산식품공사 (강서지사),37.551044,126.818497,강서,서울 강서구 발산로 40,,,,
87,ST-1517,서울특별시 강서구 마곡중앙로 36,마곡엠밸리 15단지(1502동) 건너편,37.557468,126.82972,강서,서울 강서구 마곡중앙로 36,,,,
88,ST-1516,서울특별시 강서구 강서로 409,국민건강보험공단(강서지사) 건너편,37.562099,126.839256,강서,서울 강서구 강서로 409,,,,
89,ST-1515,서울특별시 강서구 양천로 22,개화산역 2번 출구,37.572472,126.806168,강서,서울 강서구 양천로 22,,,,
90,ST-1514,서울특별시 강서구 수명로1길 16,마곡수명산파크4단지아파트 401동 앞,37.55011,126.823677,강서,서울 강서구 수명로1길 16,,,,
91,ST-1513,서울특별시 강서구 개화동로 495,공항고등학교 정문,37.567921,126.805473,강서,서울 강서구 개화동로 495,,,,
92,ST-1512,서울특별시 강서구 공항대로 453,대한항공 인력개발센터,37.554379,126.857536,강서,서울 강서구 공항대로 453,,,,
93,ST-1511,서울특별시 강서구 공항대로 389 부민병원,,37.556614,126.851166,강서,서울 강서구 공항대로 389,,,,
94,ST-1510,서울특별시 강서구 공항대로 411,강서구청사거리(SH타워),37.556736,126.853073,강서,서울 강서구 공항대로 411,,,,
95,ST-1509,서울특별시 강서구 허준로 202,가양3동 주민센터,37.561249,126.86058,강서,서울 강서구 허준로 202,,,,
96,ST-1508,서울특별시 강서구 양천로 696,염창동 새마을금고 건너편 (모닝글로리),37.550049,126.873161,강서,서울 강서구 양천로 696,,,,
97,ST-1507,서울특별시 강서구 공항대로 571,강서구보건소 (삼성디지털 프라자),37.549179,126.868797,강서,서울 강서구 공항대로 571,,,,
98,ST-1506,서울특별시 강서구 공항대로 625,염창역 1번 출구,37.547199,126.874489,강서,서울 강서구 공항대로 625,,,,
99,ST-1402,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지,,37.560291,126.818756,강서,서울 강서구 마곡중앙1로 72,,,,
100,ST-1352,서울특별시 강서구 내발산동 751-3,,37.553509,126.825867,강서,서울 강서구 내발산동 751-3,,,,
101,ST-1351,서울특별시 강서구 강서로62길 48,강서구립등빛도서관,37.562569,126.842461,강서,서울 강서구 강서로62길 48,,,,
102,ST-1338,서울특별시 강서구 마곡중앙5로 58,마곡중학교 후문,37.568447,126.821648,강서,서울 강서구 마곡중앙5로 58,,,,
103,ST-1254,서울특별시 강서구 방화대로34길 65,방화동 강서기동대앞,37.570499,126.820084,강서,서울 강서구 방화대로34길 65,,,,
104,ST-1253,서울특별시 강서구 마곡서1로 68,공항초등학교건너편,37.562679,126.820473,강서,서울 강서구 마곡서1로 68,,,,
105,ST-1252,서울특별시 강서구 남부순환로 171,강서면허시험장앞,37.549694,126.819664,강서,서울 강서구 남부순환로 171,,,,
106,ST-1251,서울특별시 강서구 양천로 지하 341,양천향교역 7번출구 앞,37.56768,126.840897,강서,서울 강서구 양천로 341,,,,
107,ST-1250,서울특별시 강서구 양천로53길 30,서서울모터리움앞,37.565853,126.846596,강서,서울 강서구 양천로53길 30,,,,
108,ST-1249,서울특별시 강서구 양천로 지하 485,가양역 8번출구,37.561035,126.854813,강서,서울 강서구 양천로 485,,,,
109,ST-1069,서울특별시 강서구 화곡로 302,강서구청,37.550659,126.84977,강서,서울 강서구 화곡로 302,,,,
110,ST-1067,서울특별시 강서구 가양동 1458-15,기쁜우리복지관,37.56926,126.848419,강서,서울 강서구 가양동 1458-15,,,,
111,ST-1065,서울특별시 강서구 마곡동 797-5,,37.558949,126.837173,강서,서울 강서구 마곡동 797-5,,,,
112,ST-1064,서울특별시 강서구 마곡동 728-168,마곡역7번출구,37.558311,126.826523,강서,서울 강서구 마곡동 728-168,,,,
113,ST-1063,서울특별시 강서구 공항대로 163 마곡역(5호선),,37.560207,126.824142,강서,서울 강서구 공항대로 163,,,,
114,ST-1062,서울특별시 강서구 공항대로 33 송정역(5호선),,37.561531,126.810699,강서,서울 강서구 공항대로 33,,,,
