,대여소_ID,주소1,주소2,위도,경도,isin강서,주소,용도지역_1,용도지역_2,용도지역_3,용도지역_4
15,ST-1512,서울특별시 강서구 공항대로 453,대한항공 인력개발센터,37.554379,126.857536,강서,서울 강서구 공항대로 453,제3종일반주거지역,도시관리계획 입안중,제2종일반주거지역,도시지역
16,ST-1511,서울특별시 강서구 공항대로 389 부민병원,,37.556614,126.851166,강서,서울 강서구 공항대로 389,도시관리계획 입안중,도시지역,일반상업지역,건축선
17,ST-1510,서울특별시 강서구 공항대로 411,강서구청사거리(SH타워),37.556736,126.853073,강서,서울 강서구 공항대로 411,도시관리계획 입안중,도시지역,일반상업지역,건축선
18,ST-1509,서울특별시 강서구 허준로 202,가양3동 주민센터,37.561249,126.86058,강서,서울 강서구 허준로 202,제3종일반주거지역,도시지역,중요시설물보호지구(공항),제1종지구단위계획구역
19,ST-1508,서울특별시 강서구 양천로 696,염창동 새마을금고 건너편 (모닝글로리),37.550049,126.873161,강서,서울 강서구 양천로 696,도시지역,준공업지역,건축선,과밀억제권역
20,ST-1507,서울특별시 강서구 공항대로 571,강서구보건소 (삼성디지털 프라자),37.549179,126.868797,강서,서울 강서구 공항대로 571,제3종일반주거지역,도시관리계획 입안중,도시지역,제2종일반주거지역
21,ST-1506,서울특별시 강서구 공항대로 625,염창역 1번 출구,37.547199,126.874489,강서,서울 강서구 공항대로 625,도시관리계획 입안중,도시지역,준주거지역,제1종지구단위계획구역
22,ST-1402,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지,,37.560291,126.818756,강서,서울 강서구 마곡중앙1로 72,도시지역,준주거지역,중요시설물보호지구(공항),지구단위계획구역
23,ST-1352,서울특별시 강서구 내발산동 751-3,,37.553509,126.825867,강서,서울 강서구 내발산동 751-3,제3종일반주거지역,도시지역,제1종일반주거지역,중요시설물보호지구(공항)
24,ST-1351,서울특별시 강서구 강서로62길 48,강서구립등빛도서관,37.562569,126.842461,강서,서울 강서구 강서로62길 48,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역
25,ST-1338,서울특별시 강서구 마곡중앙5로 58,마곡중학교 후문,37.568447,126.821648,강서,서울 강서구 마곡중앙5로 58,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역
26,ST-1254,서울특별시 강서구 방화대로34길 65,방화동 강서기동대앞,37.570499,126.820084,강서,서울 강서구 방화대로34길 65,도시지역,제2종일반주거지역,중요시설물보호지구(공항),도로
27,ST-1253,서울특별시 강서구 마곡서1로 68,공항초등학교건너편,37.562679,126.820473,강서,서울 강서구 마곡서1로 68,제3종일반주거지역,도시지역,중요시설물보호지구(공항),지구단위계획구역
28,ST-1252,서울특별시 강서구 남부순환로 171,강서면허시험장앞,37.549694,126.819664,강서,서울 강서구 남부순환로 171,자연녹지지역,도시지역,준주거지역,유통상업지역
29,ST-1251,서울특별시 강서구 양천로 지하 341,양천향교역 7번출구 앞,37.56768,126.840897,강서,서울 강서구 양천로 341,도시관리계획 입안중,도시지역,준공업지역,건축선
30,ST-1250,서울특별시 강서구 양천로53길 30,서서울모터리움앞,37.565853,126.846596,강서,서울 강서구 양천로53길 30,도시지역,준공업지역,건축선,중요시설물보호지구(공항)
31,ST-1249,서울특별시 강서구 양천로 지하 485,가양역 8번출구,37.561035,126.854813,강서,서울 강서구 양천로 485,도시관리계획 입안중,도시지역,준공업지역,건축선
32,ST-1069,서울특별시 강서구 화곡로 302,강서구청,37.550659,126.84977,강서,서울 강서구 화곡로 302,제3종일반주거지역,도시관리계획 입안중,도시지역,건축선
33,ST-1067,서울특별시 강서구 가양동 1458-15,기쁜우리복지관,37.56926,126.848419,강서,서울 강서구 가양동 1458-15,제3종일반주거지역,제2종일반주거지역,도시지역,중요시설물보호지구(공항)
34,ST-1065,서울특별시 강서구 마곡동 797-5,,37.558949,126.837173,강서,서울 강서구 마곡동 797-5,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역
35,ST-1064,서울특별시 강서구 마곡동 728-168,마곡역7번출구,37.558311,126.826523,강서,서울 강서구 마곡동 728-168,,,,
36,ST-1063,서울특별시 강서구 공항대로 163 마곡역(5호선),,37.560207,126.824142,강서,서울 강서구 공항대로 163,도시지역,일반상업지역,중요시설물보호지구(공항),지구단위계획구역
37,ST-1062,서울특별시 강서구 공항대로 33 송정역(5호선),,37.561531,126.810699,강서,서울 강서구 공항대로 33,,,,
