"기준_날짜","기준_시간대","시작_대여소_ID","종료_대여소_ID","전체_건수","전체_이용_분","전체_이용_거리"
"20230114","0000","ST-1093","ST-1093","1","0","0"
"20230114","0000","ST-1339","ST-1339","1","0","0"
"20230114","0000","ST-3062","ST-3062","1","0","0"
"20230114","0005","ST-1277","ST-1277","1","0","0"
"20230114","0005","ST-1546","ST-1546","1","0","0"
"20230114","0005","ST-1574","ST-1574","2","0","0"
"20230114","0010","ST-1269","ST-1269","1","0","0"
"20230114","0010","ST-1542","ST-1542","1","0","0"
"20230114","0010","ST-671","ST-671","2","0","0"
"20230114","0015","ST-2264","ST-2264","1","0","20"
"20230114","0020","ST-1730","ST-1730","1","1","20"
"20230114","0020","ST-2915","ST-2915","1","0","0"
"20230114","0020","ST-544","ST-544","1","0","30"
"20230114","0020","ST-596","ST-596","1","0","0"
"20230114","0030","ST-2020","ST-2020","1","1","0"
"20230114","0030","ST-2268","ST-2268","2","1","0"
"20230114","0030","ST-89","ST-89","1","0","0"
"20230114","0035","ST-222","ST-222","1","0","0"
"20230114","0035","ST-2268","ST-2268","1","1","0"
"20230114","0035","ST-2967","ST-2967","1","0","0"
"20230114","0040","ST-2154","ST-2154","1","0","0"
"20230114","0040","ST-413","ST-413","1","0","0"
"20230114","0040","ST-987","ST-987","1","0","0"
"20230114","0045","ST-1306","ST-1306","1","0","0"
"20230114","0045","ST-2217","ST-2217","1","0","0"
"20230114","0045","ST-2595","ST-2595","1","0","0"
"20230114","0050","ST-1213","ST-1213","1","0","0"
"20230114","0050","ST-2252","ST-2252","1","0","0"
"20230114","0050","ST-297","ST-297","1","0","0"
"20230114","0050","ST-3092","ST-3092","1","1","0"
"20230114","0050","ST-454","ST-454","1","0","50"
"20230114","0055","ST-1733","ST-1733","1","0","0"
"20230114","0055","ST-2013","ST-2013","1","1","10"
"20230114","0055","ST-2024","ST-2024","1","0","0"
"20230114","0055","ST-3075","ST-3075","1","0","0"
"20230114","0055","ST-454","ST-454","1","0","0"
"20230114","0100","ST-1000","ST-1000","1","0","0"
"20230114","0100","ST-426","ST-426","1","0","0"
"20230114","0100","ST-577","ST-577","1","0","0"
"20230114","0105","ST-1497","ST-1497","1","0","0"
"20230114","0105","ST-1870","ST-1870","1","0","0"
"20230114","0110","ST-1814","ST-1814","1","1","0"
"20230114","0110","ST-1900","ST-1900","1","0","0"
"20230114","0110","ST-1983","ST-1983","1","0","0"
"20230114","0110","ST-2270","ST-2270","1","0","0"
"20230114","0110","ST-2937","ST-2937","1","0","0"
"20230114","0110","ST-2948","ST-2948","1","0","0"
"20230114","0110","ST-906","ST-906","1","0","0"
"20230114","0115","ST-183","ST-183","1","1","190"
"20230114","0115","ST-3051","ST-3051","1","0","0"
"20230114","0120","ST-1310","ST-1310","1","0","0"
"20230114","0120","ST-202","ST-202","1","0","0"
"20230114","0125","ST-1723","ST-1723","1","1","0"
"20230114","0125","ST-2340","ST-2340","1","0","0"
"20230114","0125","ST-332","ST-332","1","0","0"
"20230114","0125","ST-931","ST-931","1","0","0"
"20230114","0130","ST-2425","ST-2425","1","0","0"
"20230114","0130","ST-514","ST-514","1","0","0"
"20230114","0130","ST-907","ST-907","1","0","0"
"20230114","0135","ST-1889","ST-1889","1","1","0"
"20230114","0135","ST-2699","ST-2699","1","0","0"
"20230114","0135","ST-788","ST-788","1","0","0"
